rating,review_title,review_description,date,location,up_votes,down_votes
5,Terrific purchase,nice product..  color is exactly shown in the pic.  best headset in this price range..  worth buying..  i ll suggest this product under this cost..  loved this headset from boAt.,"May, 2019",", New Delhi",16,1
5,Mind-blowing purchase,"Good earphones, with great base and sound quality. I tried it by playing it with various songs. In short, it's a brilliant product with effective price and also you are getting 1 year warranty on this. So, it's a great deal.","Jun, 2020",", Tiruvannamalai District",14,1
4,Good choice,price wise quality good. sound good. Bass is good. Everything about it is good not excellent. wire length is nice not to short nor to long. wire is tangle free. Build quality is good. in ear fit is good. Budget wise one can go for it.,"Aug, 2018",", New Delhi",454,95
4,Pretty good,Clarity os good but the bass is low and the treble is high. Wired is comparatively good as per it is not the braided cable.,"Jun, 2020",", Hugli Chinsurah",744,165
4,Very Good,lovely one! loved the colour the design the shape the quality is absolutely fine good bass good audio quality I'm satisfied warranty card for 1 year and A small magazine is also in the box.  Go for it worth the Price 😄,"Jan, 2020",", Shillong",516,118
5,Perfect product!,"perfect one for music lovers.. Amazing bass and treble was also good.. loving it.. its a budget range gadget, I recommend it to everyone..","Apr, 2019",", Salem",247,52
4,Nice product,"Very good clarity, bass is also very good. I have previously used boat 225, compared to that , product is very light and prefectly fits in ear. Bass is slightly lesser than 225, clarity is very good somewhat better than 225, can hear every beat, microphone is also very good.","Dec, 2017",", Kolkata",1010,274
5,Must buy!,Download a decent equalizer and you are all set.,"Dec, 2019",", Agartala",298,74
5,Great product,"Last but not least ,awesome delivery by flipkart.","Dec, 2018",", Bhilai",221,54
5,Worth every penny,The earphones looks so stylish and it's performance is amazing it offers a Great bass and it's supersonic looks is Wonderful ❤️ Thanks to Flipkart and boat for such a great product. Thank you thank you Thank you Flipkart so so much ❤️,"Mar, 2021",", Kottayam",221,62
4,Value-for-money,"it's a decent product from boat, decent bass treble is good .","Dec, 2019",", Burdwan",342,112
5,Just wow!,"if you want to buy a earphone that explodes with bass don't go for this one, but if you want clear punch and drums sound..than you should definitely buy this as its bass doesn't blend with treble and ruin the quality...","Mar, 2020",", Greater Noida",163,48
